accuracy,iteration,time,shrinking,random_state,max_iter,kernel,decision_function_shape,class_weight,C
0.13496932515337423,3,20.94359517097473,False,42,10000,linear,ovr,None,0.043092332281862634
0.656441717791411,6,21.410228967666626,False,42,10000,linear,ovr,balanced,116.19836038697957
0.6932515337423313,2,23.344769954681396,True,42,10000,linear,ovr,balanced,4.277598314820375
0.13496932515337423,11,23.399250507354736,True,42,10000,linear,ovr,None,0.004385306977749856
0.13496932515337423,4,23.62890934944153,False,42,10000,linear,ovr,None,0.002447935666196066
0.656441717791411,1,24.67125129699707,False,42,10000,linear,ovr,None,795.0601750844187
0.13496932515337423,9,24.746769905090332,True,42,10000,linear,ovr,None,0.10318106352675918
0.49693251533742333,0,26.574878931045532,True,42,10000,linear,ovr,None,0.5475200153037678
0.656441717791411,10,26.572434186935425,True,42,10000,linear,ovr,balanced,0.5039645636126429
0.19631901840490798,8,27.812395572662354,True,42,10000,linear,ovr,None,0.19696996148999232
0.6809815950920245,7,29.912915229797363,True,42,10000,linear,ovr,balanced,2.13796208950223
0.09815950920245399,5,31.732420444488525,False,42,10000,linear,ovr,balanced,0.013727770182085486
0.656441717791411,12,23.385363817214966,True,42,10000,linear,ovr,balanced,171.08029875993253
0.22085889570552147,13,23.014249801635742,True,42,10000,linear,ovr,balanced,0.1964264645879854
0.656441717791411,16,27.547733783721924,False,42,10000,linear,ovr,balanced,99.26588068710295
0.6993865030674846,14,28.63580870628357,False,42,10000,linear,ovr,balanced,0.8855233145028538
0.6871165644171779,18,27.65615749359131,True,42,10000,linear,ovr,balanced,0.6773295140086062
0.13496932515337423,20,25.889214277267456,False,42,10000,linear,ovr,None,0.04417738448896476
0.13496932515337423,19,27.390344858169556,False,42,10000,linear,ovr,None,0.127291674619356
0.15950920245398773,15,31.568267107009888,True,42,10000,linear,ovr,balanced,0.17298163592151014
0.6809815950920245,22,25.766254901885986,True,42,10000,linear,ovr,None,4.081313915969719
0.06134969325153374,17,32.16130995750427,False,42,10000,linear,ovr,balanced,0.01218989598924866
0.13496932515337423,21,33.31093382835388,True,42,10000,linear,ovr,None,0.09136923736814541
0.6932515337423313,24,21.678900480270386,False,42,10000,linear,ovr,None,1.7914306484060245
0.6932515337423313,23,34.906726360321045,False,42,10000,linear,ovr,None,2.8106062003343975
0.0736196319018405,25,24.378922700881958,True,42,10000,linear,ovr,balanced,0.002259435770220978
0.656441717791411,29,26.675219535827637,False,42,10000,linear,ovr,balanced,39.77406691050278
0.656441717791411,28,26.776056051254272,False,42,10000,linear,ovr,balanced,180.80065521100045
0.656441717791411,32,25.809650659561157,True,42,10000,linear,ovr,balanced,156.60297206860469
0.13496932515337423,30,28.131284475326538,True,42,10000,linear,ovr,None,0.006975896043328044
0.6073619631901841,26,31.16428780555725,True,42,10000,linear,ovr,balanced,0.3865449465982836
0.656441717791411,31,28.673722505569458,False,42,10000,linear,ovr,None,179.80426951774348
0.03067484662576687,27,34.144628047943115,True,42,10000,linear,ovr,balanced,0.0015177491558612493
0.19631901840490798,33,30.495731353759766,False,42,10000,linear,ovr,None,0.20081678041839857
0.656441717791411,37,20.678019285202026,False,42,10000,linear,ovr,balanced,156.60297206860469
0.656441717791411,35,24.005874156951904,True,42,10000,linear,ovr,None,51.14462515963038
0.656441717791411,34,37.86551094055176,True,42,10000,linear,ovr,balanced,591.561634175473
0.656441717791411,36,33.479044914245605,False,42,10000,linear,ovr,balanced,21.30100037411248
0.13496932515337423,40,22.93463397026062,False,42,10000,linear,ovr,None,0.018046791465567216
0.012269938650306749,38,31.372794151306152,False,42,10000,linear,ovr,balanced,0.012882495516931335
0.06134969325153374,39,31.381425857543945,False,42,10000,linear,ovr,balanced,0.011282361216489926
0.656441717791411,43,27.589198350906372,False,42,10000,linear,ovr,balanced,40.66305463404279
0.6871165644171779,42,29.025274991989136,True,42,10000,linear,ovr,balanced,6.937452139421228
0.656441717791411,41,29.28907561302185,True,42,10000,linear,ovr,None,89.61898068616136
0.6748466257668712,46,23.13264799118042,True,42,10000,linear,ovr,None,5.910170366102436
0.06134969325153374,47,25.3151376247406,True,42,10000,linear,ovr,balanced,0.0028734258866748717
0.656441717791411,45,28.614619255065918,False,42,10000,linear,ovr,balanced,211.64109507708636
0.7116564417177914,44,33.274359703063965,True,42,10000,linear,ovr,None,1.412537544622754
0.09202453987730061,50,26.583476305007935,True,42,10000,linear,ovr,balanced,0.017076544728138743
0.656441717791411,48,33.404343605041504,False,42,10000,linear,ovr,None,40.1051366086575
0.6748466257668712,56,23.009737730026245,True,42,10000,linear,ovr,balanced,0.5883015599888819
