accuracy,iteration,random_state,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
0.2331288343558282,1376,42,151,8,1,0.8900110000000001,4,False
0.3803680981595092,1378,42,79,7,9,0.46255375000000004,40,False
0.3803680981595092,1402,42,74,8,2,0.06009400000000001,18,True
0.3987730061349693,1395,42,175,10,9,0.12508750000000002,31,True
0.4049079754601227,1302,42,387,7,6,0.54254575,20,True
0.3374233128834356,1372,42,53,2,3,0.7300270000000001,19,False
0.4110429447852761,1331,42,163,8,7,0.9500050000000001,24,True
0.26380368098159507,1168,42,257,2,2,0.9550045,30,False
0.3374233128834356,1386,42,132,2,1,0.54254575,6,False
0.4049079754601227,1385,42,171,7,6,0.19508050000000002,26,False
0.3619631901840491,1409,42,339,7,5,0.05009500000000001,10,True
0.20245398773006135,1403,42,233,5,6,0.9600040000000001,2,True
0.39263803680981596,1379,42,241,9,8,0.33256675,27,True
0.4171779141104294,1362,42,269,7,3,0.3250675,35,True
0.294478527607362,1405,42,309,3,8,0.36006400000000005,5,True
0.3006134969325153,1398,42,248,9,8,0.560044,5,True
0.4171779141104294,1281,42,268,3,1,0.490051,17,False
0.4171779141104294,1375,42,267,6,8,0.44255575,19,True
0.37423312883435583,1410,42,52,8,6,0.79752025,23,True
0.31901840490797545,1193,42,294,6,2,0.8300170000000001,28,False
0.3374233128834356,1210,42,387,9,7,0.8125187500000001,37,False
0.3619631901840491,1417,42,26,9,5,0.47005300000000005,12,True
0.4110429447852761,1399,42,49,2,1,0.7850215,35,True
0.37423312883435583,1332,42,178,9,1,0.6650335,13,False
0.4110429447852761,1384,42,338,9,6,0.28757125,30,True
0.37423312883435583,1367,42,98,4,1,0.9150085000000001,37,True
0.3987730061349693,1412,42,107,3,5,0.45255475,20,True
0.3803680981595092,1396,42,230,6,10,0.47005300000000005,21,True
0.36809815950920244,1422,42,37,6,2,0.6200380000000001,37,True
0.4233128834355828,1411,42,228,7,1,0.190081,40,True
0.37423312883435583,1428,42,147,4,10,0.20008,34,True
0.3987730061349693,1246,42,353,5,5,0.9875012500000001,27,True
0.4171779141104294,1354,42,336,10,7,0.6075392500000001,27,True
0.3987730061349693,1426,42,141,9,7,0.31006900000000004,35,True
0.36809815950920244,1424,42,95,3,2,0.5650435,9,True
0.3374233128834356,1436,42,95,8,9,0.04509550000000001,16,True
0.3987730061349693,1419,42,88,9,7,0.60004,10,False
0.44171779141104295,1430,42,51,2,1,0.31256875,22,False
0.4233128834355828,1394,42,290,9,8,0.30007,32,False
0.4601226993865031,1373,42,294,6,4,0.30256975,27,False
0.24539877300613497,1370,42,109,6,5,0.9700030000000001,33,False
0.19631901840490798,1439,42,167,8,8,0.48005200000000003,2,False
0.3987730061349693,1266,42,358,7,3,0.5350465000000001,35,False
0.32515337423312884,1197,42,387,4,5,0.8600140000000001,28,False
0.4110429447852761,1434,42,83,9,1,0.260074,24,True
0.37423312883435583,1406,42,377,9,3,0.36756325,10,True
0.4049079754601227,1232,42,390,3,1,0.5150485,35,False
0.3803680981595092,1366,42,338,3,10,0.7775222500000001,29,True
0.31901840490797545,1374,42,347,8,9,0.7050295000000001,7,False
0.44171779141104295,1414,42,166,6,4,0.37756225000000004,16,False
0.3619631901840491,1234,42,348,6,2,0.6675332500000001,37,False
0.3987730061349693,1423,42,99,4,6,0.530047,21,False
0.27607361963190186,1449,42,82,4,6,0.5150485,4,False
0.4049079754601227,1451,42,204,2,5,0.047595250000000006,35,True
0.4049079754601227,1360,42,301,5,6,0.74752525,39,True
0.4294478527607362,1445,42,154,7,3,0.08509150000000001,27,False
0.39263803680981596,1454,42,64,5,7,0.150085,14,False
0.3312883435582822,1431,42,56,9,5,0.8375162500000001,23,False
0.38650306748466257,1427,42,98,5,2,0.7400260000000001,15,True
0.3312883435582822,1455,42,360,2,5,0.06009400000000001,7,False
0.3312883435582822,1418,42,140,9,4,0.72252775,9,False
0.32515337423312884,1273,42,304,8,4,0.74752525,32,False
0.4233128834355828,1443,42,226,9,7,0.13258675,29,False
0.39263803680981596,1377,42,291,8,7,0.8250175000000001,24,True
0.3006134969325153,1321,42,217,5,5,0.8950105,40,False
0.38650306748466257,1440,42,170,8,1,0.34006600000000003,12,True
0.2883435582822086,1448,42,27,6,2,0.8375162500000001,33,False
0.25766871165644173,1464,42,83,8,4,0.5250475,4,False
0.4110429447852761,1344,42,333,10,6,0.53754625,23,False
0.38650306748466257,1456,42,253,5,10,0.21757825,13,True
0.3558282208588957,1383,42,277,8,9,0.650035,13,False
0.294478527607362,1459,42,253,3,2,0.31506850000000003,6,True
0.34355828220858897,1174,42,391,2,1,0.750025,29,False
0.3558282208588957,1429,42,239,6,3,0.5050495,12,True
0.3067484662576687,1461,42,228,8,9,0.41255875000000003,5,False
0.4233128834355828,1478,42,39,3,10,0.0750925,40,False
0.1901840490797546,1479,42,16,4,4,0.4650535,1,True
0.3987730061349693,1472,42,377,10,4,0.0350965,37,False
0.37423312883435583,1475,42,25,4,6,0.50254975,32,False
0.4233128834355828,1447,42,382,4,8,0.2450755,28,True
0.3619631901840491,1389,42,308,2,6,1.0,11,True
0.32515337423312884,1473,42,33,5,5,0.7550245000000001,11,False
0.3374233128834356,1353,42,340,10,9,0.6900310000000001,20,False
0.4539877300613497,1462,42,156,9,1,0.1850815,28,False
0.36809815950920244,1450,42,351,6,6,0.31506850000000003,7,False
0.43558282208588955,1437,42,322,9,7,0.410059,14,True
0.44785276073619634,1477,42,59,10,7,0.27257275000000003,30,False
0.3374233128834356,1471,42,52,10,9,0.65253475,20,False
0.3803680981595092,1480,42,119,7,4,0.14258575,12,True
0.39263803680981596,1415,42,235,8,5,0.5075492500000001,17,False
0.3067484662576687,1330,42,200,2,2,0.8625137500000001,25,False
0.4601226993865031,1421,42,319,3,5,0.31506850000000003,None,False
0.24539877300613497,1482,42,246,2,3,0.23507650000000002,4,True
0.36809815950920244,1495,42,13,3,7,0.40755925000000004,30,False
0.3987730061349693,1481,42,264,7,9,0.10758925000000001,13,True
0.36809815950920244,1470,42,264,7,2,0.280072,9,True
0.39263803680981596,1425,42,266,7,6,0.7025297500000001,28,True
0.4171779141104294,1466,42,99,3,4,0.430057,19,False
0.2392638036809816,1489,42,47,3,1,0.9475052500000001,5,False
0.4171779141104294,1391,42,313,8,4,0.45755425000000005,34,False
0.39263803680981596,1407,42,297,8,2,0.610039,26,True
0.37423312883435583,1492,42,77,8,2,0.23757625000000002,37,True
0.4294478527607362,1487,42,170,3,5,0.15508450000000001,32,True
0.4049079754601227,1446,42,308,3,1,0.2750725,18,True
0.39263803680981596,1404,42,263,7,5,0.93250675,21,True
0.3987730061349693,1444,42,130,2,1,0.72252775,24,True
0.4294478527607362,1460,42,208,6,8,0.38256175000000003,25,False
0.3803680981595092,1416,42,239,10,5,0.6150385,19,False
0.3374233128834356,1510,42,10,7,1,0.24757525000000002,8,False
0.48466257668711654,1401,42,355,2,1,0.31506850000000003,20,False
0.34355828220858897,1509,42,242,6,7,0.04509550000000001,24,True
0.3987730061349693,1420,42,338,9,6,0.6675332500000001,31,True
0.27607361963190186,1508,42,123,8,5,0.4850515,4,True
0.4171779141104294,1438,42,201,2,1,0.5200480000000001,29,True
0.3558282208588957,1342,42,280,5,2,0.6425357500000001,28,False
0.36809815950920244,1511,42,100,4,8,0.1450855,28,True
0.20245398773006135,1517,42,49,8,2,0.7350265,2,True
0.26993865030674846,1514,42,250,7,8,0.06509350000000001,5,False
0.3067484662576687,1516,42,27,5,9,0.4650535,6,False
0.2331288343558282,1502,42,247,10,7,0.820018,3,True
0.36809815950920244,1476,42,120,6,9,0.9975002500000001,38,True
0.34355828220858897,1287,42,382,4,3,0.6825317500000001,37,False
0.38650306748466257,1500,42,367,8,7,0.1350865,40,True
0.25153374233128833,1341,42,321,7,10,0.96750325,26,False
0.37423312883435583,1507,42,307,7,8,0.1350865,28,True
0.2147239263803681,1528,42,155,2,8,0.13758625,3,False
0.3558282208588957,1485,42,160,3,7,0.9025097500000001,8,True
0.43558282208588955,1520,42,32,5,3,0.6350365,39,True
0.3312883435582822,1340,42,369,9,7,0.770023,37,False
0.38650306748466257,1523,42,29,6,2,0.48755125000000005,30,False
0.4233128834355828,1524,42,94,5,4,0.25507450000000004,22,True
0.43558282208588955,1486,42,324,8,9,0.2150785,27,False
0.31901840490797545,1441,42,367,7,5,0.9975002500000001,7,True
0.25766871165644173,1457,42,220,7,3,0.9650035000000001,7,False
0.3987730061349693,1463,42,234,6,6,0.8650135000000001,12,True
0.294478527607362,1435,42,391,3,3,0.7050295000000001,7,False
0.34355828220858897,1532,42,17,4,4,0.62253775,21,False
0.3803680981595092,1469,42,242,8,9,0.8650135000000001,21,True
0.44171779141104295,1522,42,289,6,2,0.06759325000000001,30,False
0.38650306748466257,1530,42,45,7,4,0.6150385,26,True
0.3496932515337423,1540,42,55,7,2,0.1450855,10,True
0.27607361963190186,1526,42,139,4,5,0.9900010000000001,5,True
0.4171779141104294,1484,42,205,10,6,0.6675332500000001,26,True
0.4049079754601227,1506,42,255,5,10,0.49255075000000004,29,True
0.43558282208588955,1452,42,270,5,3,0.38756125,25,False
0.36809815950920244,1536,42,365,8,8,0.10009000000000001,11,True
0.4110429447852761,1465,42,234,8,4,0.6900310000000001,24,True
0.4171779141104294,1488,42,171,5,3,0.5950405000000001,29,True
0.32515337423312884,1503,42,98,9,4,0.810019,13,False
0.3619631901840491,1545,42,240,5,6,0.08009200000000001,12,True
0.3619631901840491,1496,42,218,5,10,0.8450155,39,True
0.3312883435582822,1442,42,388,7,3,0.6675332500000001,8,False
0.3496932515337423,1468,42,175,7,7,0.79752025,25,False
0.3558282208588957,1542,42,42,8,6,0.8500150000000001,25,True
0.36809815950920244,1557,42,18,7,10,0.04509550000000001,27,False
0.3374233128834356,1546,42,43,9,9,0.8950105,33,True
0.4233128834355828,1497,42,265,2,7,0.36006400000000005,24,False
0.19631901840490798,1555,42,218,8,5,0.39756025,1,False
0.4171779141104294,1531,42,159,5,7,0.47505250000000004,35,True
0.20245398773006135,1561,42,113,3,1,0.18758125,2,True
0.3128834355828221,1563,42,11,2,1,0.590041,12,True
0.3067484662576687,1298,42,354,5,2,0.8350165,35,False
0.3312883435582822,1535,42,94,7,1,0.7650235000000001,9,False
0.3496932515337423,1556,42,37,3,7,0.9825017500000001,36,True
0.3803680981595092,1550,42,231,9,7,0.23757625000000002,37,True
0.4294478527607362,1515,42,391,9,4,0.17258275,37,False
0.1901840490797546,1567,42,243,4,10,0.49255075000000004,1,True
0.4110429447852761,1382,42,392,10,2,0.94250575,21,True
0.17177914110429449,1569,42,327,10,7,0.12758725,1,False
0.4171779141104294,1529,42,248,8,8,0.320068,34,False
0.3558282208588957,1513,42,230,3,3,0.5225477500000001,8,False
0.4110429447852761,1560,42,222,5,10,0.28257175,31,True
0.37423312883435583,1432,42,382,4,6,0.9500050000000001,37,True
0.3067484662576687,1568,42,220,3,3,0.260074,5,True
0.44171779141104295,1549,42,253,10,5,0.28507150000000003,17,True
0.4601226993865031,1541,42,265,8,5,0.19758025,21,False
0.19631901840490798,1576,42,78,6,6,0.290071,1,False
0.3128834355828221,1578,42,48,2,4,0.07259275000000001,9,True
0.39263803680981596,1494,42,238,4,7,0.59754025,29,False
0.36809815950920244,1467,42,373,10,10,0.5800420000000001,13,False
0.4233128834355828,1527,42,349,4,3,0.29757025000000004,10,False
0.19631901840490798,1580,42,116,7,5,0.47005300000000005,2,False
0.20245398773006135,1565,42,177,2,5,0.9275072500000001,3,False
0.3006134969325153,1573,42,99,8,2,0.5800420000000001,6,True
0.3619631901840491,1539,42,184,8,5,0.6075392500000001,8,False
0.39263803680981596,1559,42,69,9,3,0.820018,26,True
0.34355828220858897,1577,42,256,6,9,0.0750925,38,True
0.4110429447852761,1483,42,264,10,4,0.8275172500000001,23,True
0.3619631901840491,1587,42,21,7,7,0.4350565,28,True
0.4171779141104294,1499,42,357,7,5,0.41505850000000005,13,False
0.2822085889570552,1505,42,158,6,8,0.8750125000000001,33,False
0.4233128834355828,1591,42,66,10,4,0.03259675000000001,30,False
0.3496932515337423,1400,42,372,4,4,0.7050295000000001,22,False
0.3987730061349693,1570,42,190,7,8,0.25757425,24,True
0.4723926380368098,1544,42,162,9,1,0.33756625,21,False
0.3803680981595092,1547,42,390,5,7,0.350065,10,True
0.4049079754601227,1525,42,316,9,1,0.410059,10,False
0.38650306748466257,1458,42,363,7,2,0.7675232500000001,16,True
0.3006134969325153,1388,42,319,9,3,0.8525147500000001,36,False
0.3803680981595092,1585,42,168,5,9,0.17258275,8,False
0.3558282208588957,1596,42,16,8,6,0.49505050000000006,14,False
0.4110429447852761,1579,42,244,4,10,0.18758125,40,True
0.26993865030674846,1572,42,275,2,6,0.72252775,4,True
0.4049079754601227,1408,42,375,4,3,0.9900010000000001,24,True
0.3987730061349693,1586,42,379,6,2,0.037596250000000005,16,False
0.3803680981595092,1604,42,21,10,9,0.39506050000000004,16,False
0.39263803680981596,1518,42,320,4,9,0.7750225000000001,26,True
0.3619631901840491,1574,42,121,3,10,0.5325467500000001,9,False
0.3619631901840491,1521,42,153,5,5,0.7850215,30,False
0.3558282208588957,1607,42,15,4,4,0.31506850000000003,24,False
0.4049079754601227,1498,42,308,4,6,0.84751525,30,True
0.43558282208588955,1533,42,175,3,3,0.47755225,35,False
0.3128834355828221,1597,42,276,5,9,0.30007,5,True
0.43558282208588955,1589,42,105,4,3,0.270073,11,False
0.37423312883435583,1551,42,383,7,3,0.43755625000000004,9,True
0.44785276073619634,1582,42,228,8,4,0.12758725,20,False
0.39263803680981596,1558,42,159,3,5,0.5150485,13,False
0.2822085889570552,1613,42,20,6,2,0.8050195000000001,6,False
0.2883435582822086,1252,42,396,2,1,0.8725127500000001,39,False
0.3619631901840491,1512,42,326,5,8,0.8500150000000001,28,True
0.3374233128834356,1621,42,190,3,10,0.037596250000000005,33,True
0.36809815950920244,1614,42,83,7,2,0.23757625000000002,7,False
0.4171779141104294,1601,42,44,2,1,0.320068,40,False
0.3987730061349693,1493,42,221,4,1,0.8450155,39,True
0.36809815950920244,1608,42,289,10,1,0.11508850000000001,7,False
0.38650306748466257,1534,42,308,10,6,0.58754125,9,False
0.3374233128834356,1575,42,156,4,6,0.7650235000000001,9,True
0.24539877300613497,1628,42,89,9,7,0.14258575,4,False
0.4049079754601227,1433,42,321,8,2,1.0,33,True
0.3803680981595092,1602,42,337,7,8,0.19758025,9,True
0.43558282208588955,1553,42,262,5,7,0.6550345000000001,15,True
0.3496932515337423,1590,42,358,3,10,0.290071,6,False
0.1901840490797546,1629,42,186,6,9,0.7425257500000001,1,True
0.43558282208588955,1562,42,155,4,2,0.6425357500000001,25,True
0.2392638036809816,1610,42,147,2,2,0.8025197500000001,4,False
0.3987730061349693,1620,42,128,3,10,0.21007900000000002,31,False
0.4049079754601227,1490,42,312,4,5,0.9700030000000001,27,True
0.3987730061349693,1537,42,151,3,1,0.9650035000000001,31,True
0.44171779141104295,1632,42,161,8,8,0.20757925000000002,19,True
0.26380368098159507,1639,42,142,4,2,0.440056,4,True
0.39263803680981596,1600,42,298,8,10,0.380062,21,True
0.25766871165644173,1643,42,122,8,8,0.007599250000000001,10,False
0.38650306748466257,1504,42,392,2,8,0.9375062500000001,20,True
0.4110429447852761,1612,42,305,7,8,0.27757225,32,True
0.19631901840490798,1645,42,342,2,6,0.1750825,2,False
0.4171779141104294,1633,42,185,4,10,0.19258075,18,False
0.37423312883435583,1646,42,73,10,9,0.18258175000000001,36,True
0.4601226993865031,1631,42,130,7,1,0.260074,33,True
0.4049079754601227,1543,42,284,7,1,0.6075392500000001,17,True
0.4294478527607362,1594,42,172,6,2,0.33506650000000004,17,False
0.4110429447852761,1630,42,97,9,1,0.43255675000000005,39,True
0.4294478527607362,1566,42,355,2,6,0.31756825,15,False
0.25153374233128833,1622,42,348,7,1,0.5825417500000001,4,False
0.4049079754601227,1599,42,151,6,4,0.6900310000000001,35,True
0.24539877300613497,1653,42,249,8,6,0.11758825000000002,4,False
0.3006134969325153,1651,42,41,5,7,0.7650235000000001,7,True
0.4110429447852761,1642,42,174,9,10,0.3250675,31,True
0.34355828220858897,1654,42,395,6,5,0.05759425000000001,8,True
0.26993865030674846,1650,42,86,6,10,0.7775222500000001,5,True
0.37423312883435583,1659,42,14,3,3,0.21757825,39,False
0.39263803680981596,1640,42,340,3,7,0.16258375,22,True
0.43558282208588955,1611,42,296,3,6,0.37256275,23,True
0.38650306748466257,1655,42,41,2,2,0.27757225,24,True
0.4049079754601227,1648,42,213,6,4,0.130087,None,True
0.4233128834355828,1635,42,221,4,2,0.21757825,29,True
0.4110429447852761,1641,42,203,6,10,0.36256375,26,True
0.2883435582822086,1665,42,35,2,4,0.5200480000000001,5,True
0.37423312883435583,1627,42,268,4,10,0.47005300000000005,13,True
0.4110429447852761,1603,42,338,5,2,0.25257475,34,True
0.26993865030674846,1501,42,220,6,4,0.94250575,30,False
0.4294478527607362,1606,42,266,8,5,0.46755325000000003,30,True
0.27607361963190186,1390,42,361,10,2,0.9275072500000001,26,False
0.36809815950920244,1554,42,377,2,10,0.9150085000000001,11,True
0.19631901840490798,1667,42,370,6,1,0.28757125,2,True
0.4049079754601227,1663,42,64,5,9,0.25757425,24,False
0.3558282208588957,1657,42,226,3,3,0.17258275,10,True
0.4171779141104294,1662,42,175,10,1,0.055094500000000005,25,False
0.4662576687116564,1593,42,264,7,4,0.31756825,36,False
0.4294478527607362,1619,42,358,9,4,0.29257075,20,True
0.3374233128834356,1609,42,199,2,1,0.56754325,9,False
0.37423312883435583,1658,42,75,2,10,0.6775322500000001,32,True
0.26380368098159507,1671,42,42,3,5,0.8500150000000001,5,False
0.39263803680981596,1616,42,227,3,4,0.60004,14,True
0.32515337423312884,1624,42,180,2,10,0.7550245000000001,9,False
0.34355828220858897,1491,42,318,9,5,0.8000200000000001,22,False
0.4110429447852761,1666,42,97,7,9,0.28757125,18,False
0.25153374233128833,1453,42,314,6,5,0.9825017500000001,32,False
0.2392638036809816,1668,42,210,2,5,0.66253375,3,False
0.3558282208588957,1669,42,77,3,9,0.5850415,21,True
0.4233128834355828,1618,42,252,7,4,0.40006,27,True
0.3803680981595092,1592,42,201,8,3,0.650035,12,False
0.4049079754601227,1647,42,77,9,2,0.54254575,37,False
0.25766871165644173,1598,42,112,8,4,0.94250575,32,False
0.4233128834355828,1626,42,381,2,7,0.40255975000000005,36,True
0.37423312883435583,1672,42,187,9,7,0.24757525000000002,18,True
0.39263803680981596,1684,42,349,7,10,0.13758625,27,True
0.4171779141104294,1623,42,358,6,8,0.31006900000000004,39,False
0.4049079754601227,1519,42,303,3,2,0.8975102500000001,29,True
0.2392638036809816,1581,42,147,6,5,0.9900010000000001,20,False
0.39263803680981596,1605,42,317,10,6,0.45505450000000003,12,False
0.32515337423312884,1664,42,347,5,7,0.42755725000000006,6,True
0.26380368098159507,1704,42,112,6,3,0.020098,8,True
0.39263803680981596,1699,42,45,9,3,0.09259075000000001,15,False
0.24539877300613497,1706,42,15,5,9,0.005099500000000001,34,True
0.3803680981595092,1676,42,152,2,10,0.37006300000000003,9,False
0.36809815950920244,1703,42,37,5,6,0.14258575,13,True
0.4049079754601227,1685,42,102,4,4,0.41255875000000003,33,True
0.44785276073619634,1697,42,70,3,5,0.36506350000000004,32,True
0.3067484662576687,1413,42,385,2,1,0.83251675,19,False
0.39263803680981596,1660,42,90,6,1,0.96750325,14,True
0.3803680981595092,1584,42,376,7,6,0.5225477500000001,11,False
0.37423312883435583,1652,42,127,8,6,0.9875012500000001,32,True
0.2392638036809816,1714,42,35,8,4,0.39756025,3,False
0.38650306748466257,1711,42,54,7,5,0.3250675,28,True
0.39263803680981596,1634,42,274,4,5,0.68753125,14,True
0.3803680981595092,1538,42,292,6,1,0.5950405000000001,30,False
0.4110429447852761,1583,42,299,10,5,0.5325467500000001,29,False
0.4049079754601227,1675,42,123,10,5,0.7150285000000001,30,True
0.34355828220858897,1700,42,43,10,7,0.70003,36,False
0.4233128834355828,1712,42,176,3,4,0.070093,28,False
0.3312883435582822,1474,42,338,7,2,0.8000200000000001,27,False
0.26380368098159507,1644,42,176,2,6,0.9450055,9,False
0.25766871165644173,1710,42,290,5,2,0.5950405000000001,4,True
0.2883435582822086,1689,42,263,4,9,0.80751925,6,True
0.3987730061349693,1615,42,362,2,8,0.7850215,31,True
0.2392638036809816,1564,42,283,3,10,1.0,15,False
0.38650306748466257,1677,42,287,8,9,0.53754625,35,True
0.3558282208588957,1708,42,114,2,9,0.77252275,30,True
0.38650306748466257,1718,42,327,10,6,0.14758525,17,True
0.38650306748466257,1649,42,272,3,6,0.8300170000000001,12,True
0.39263803680981596,1656,42,265,10,10,0.5200480000000001,33,False
0.3312883435582822,1638,42,168,5,5,0.8300170000000001,27,False
0.2822085889570552,1730,42,20,8,3,0.8850115000000001,9,False
0.25766871165644173,1595,42,391,6,4,0.9525047500000001,7,False
0.3496932515337423,1681,42,257,9,4,0.770023,9,True
0.3128834355828221,1729,42,179,10,8,0.32756725000000003,5,False
0.3987730061349693,1702,42,398,9,2,0.20757925000000002,15,True
0.17791411042944785,1738,42,32,5,8,0.9975002500000001,1,False
0.27607361963190186,1636,42,162,6,5,0.94250575,30,False
0.4171779141104294,1683,42,356,3,9,0.5075492500000001,24,True
0.43558282208588955,1625,42,276,2,2,0.43255675000000005,38,False
0.37423312883435583,1736,42,183,8,5,0.037596250000000005,13,False
0.34355828220858897,1548,42,302,6,2,0.6950305000000001,40,False
0.3006134969325153,1679,42,333,2,6,0.99250075,6,True
0.34355828220858897,1673,42,186,3,9,0.7075292500000001,18,False
0.3619631901840491,1742,42,40,7,5,0.13758625,14,True
0.39263803680981596,1707,42,118,9,4,0.78252175,None,True
0.4171779141104294,1691,42,387,3,5,0.31506850000000003,37,True
0.26993865030674846,1727,42,348,9,5,0.33506650000000004,4,False
0.4601226993865031,1696,42,211,7,3,0.30756925,22,False
0.4110429447852761,1740,42,51,3,10,0.430057,32,True
0.4171779141104294,1698,42,350,2,6,0.38256175000000003,20,True
0.4233128834355828,1617,42,272,2,1,0.44755525,35,False
0.34355828220858897,1694,42,398,2,3,0.6200380000000001,7,True
0.3619631901840491,1737,42,300,2,2,0.15508450000000001,7,True
0.37423312883435583,1747,42,44,3,10,0.610039,28,True
0.4110429447852761,1687,42,189,7,4,0.460054,24,False
0.4171779141104294,1752,42,97,6,6,0.09509050000000001,18,False
0.49079754601226994,1713,42,239,5,3,0.2150785,23,False
0.17791411042944785,1749,42,356,8,7,0.9375062500000001,1,False
0.4110429447852761,1701,42,268,8,2,0.35756425000000003,26,True
0.36809815950920244,1750,42,56,9,6,0.31756825,None,False
0.27607361963190186,1588,42,314,3,10,0.90750925,28,False
0.1901840490797546,1766,42,200,5,8,sqrt,3,False
0.3987730061349693,1728,42,343,4,7,0.2250775,26,True
0.44171779141104295,1705,42,309,4,3,0.32256775000000004,40,True
0.3312883435582822,1678,42,189,9,8,0.7650235000000001,36,False
0.3987730061349693,1763,42,290,10,2,0.047595250000000006,24,True
0.37423312883435583,1770,42,26,7,10,0.47755225,35,True
0.31901840490797545,1771,42,52,5,3,0.020098,21,True
0.43558282208588955,1768,42,104,7,6,0.10258975000000001,17,False
0.37423312883435583,1682,42,317,7,7,0.8600140000000001,11,True
0.2822085889570552,1754,42,42,9,10,0.9000100000000001,24,False
0.2392638036809816,1552,42,351,2,8,1.0,28,False
0.27607361963190186,1693,42,161,10,7,0.9500050000000001,13,False
0.4539877300613497,1721,42,352,7,7,0.2450755,29,False
0.4723926380368098,1744,42,154,4,4,0.24257575,29,False
0.4049079754601227,1765,42,48,7,7,0.94250575,25,True
0.19631901840490798,1777,42,344,5,7,0.44755525,1,False
0.3803680981595092,1688,42,196,10,3,0.9150085000000001,36,True
0.3803680981595092,1725,42,115,10,6,0.75752425,39,False
0.38650306748466257,1637,42,371,3,2,0.8375162500000001,13,True
0.3558282208588957,1709,42,123,2,3,0.7900210000000001,None,False
0.38650306748466257,1758,42,89,4,7,0.8850115000000001,38,True
0.25153374233128833,1787,42,33,2,7,0.007599250000000001,8,False
0.4110429447852761,1715,42,233,3,4,0.610039,33,True
0.2822085889570552,1716,42,140,5,3,0.93250675,11,False
0.26380368098159507,1757,42,343,8,10,0.7900210000000001,4,True
0.25153374233128833,1780,42,78,2,8,0.6925307500000001,4,False
0.38650306748466257,1788,42,16,3,6,0.49755025,17,True
0.32515337423312884,1743,42,68,4,3,0.78252175,None,False
0.38650306748466257,1680,42,398,6,4,0.51254875,10,False
0.4049079754601227,1720,42,266,8,7,0.42005800000000004,36,False
0.44171779141104295,1753,42,271,7,6,0.25007500000000005,12,False
0.38650306748466257,1779,42,356,8,8,0.10258975000000001,28,True
0.4110429447852761,1756,42,254,9,10,0.2750725,17,False
0.4049079754601227,1778,42,303,9,5,0.11258875000000002,12,True
0.2822085889570552,1695,42,204,7,8,0.9025097500000001,14,False
0.4049079754601227,1751,42,290,6,7,0.38756125,29,True
0.3558282208588957,1786,42,19,2,1,0.8525147500000001,15,True
0.44785276073619634,1731,42,395,9,7,0.23757625000000002,30,False
0.3006134969325153,1722,42,178,3,6,0.91750825,10,False
0.32515337423312884,1799,42,27,8,10,0.62753725,10,False
0.2822085889570552,1772,42,245,7,3,0.77252275,5,True
0.38650306748466257,1734,42,255,9,5,0.7075292500000001,10,True
0.4110429447852761,1775,42,285,2,3,0.1750825,21,True
0.38650306748466257,1794,42,249,7,9,0.08509150000000001,12,False
0.44171779141104295,1726,42,226,4,2,0.5100490000000001,37,True
0.31901840490797545,1782,42,82,4,6,0.9825017500000001,9,True
0.4110429447852761,1797,42,76,7,2,0.1750825,36,False
0.3006134969325153,1808,42,363,4,3,0.06009400000000001,6,True
0.2883435582822086,1807,42,225,10,5,0.15508450000000001,5,False
0.32515337423312884,1739,42,151,4,8,0.7300270000000001,28,False
0.43558282208588955,1764,42,351,10,7,0.220078,39,False
0.3803680981595092,1801,42,156,5,5,0.2750725,29,True
0.2883435582822086,1809,42,16,5,1,0.83251675,30,False
0.37423312883435583,1803,42,165,5,10,0.37006300000000003,None,True
0.44171779141104295,1805,42,264,6,3,0.05759425000000001,30,False
0.38650306748466257,1806,42,94,4,3,0.28757125,36,True
0.3803680981595092,1811,42,380,10,8,0.09509050000000001,12,True
0.19631901840490798,1822,42,90,5,7,0.06509350000000001,2,True
0.4110429447852761,1819,42,20,7,10,0.3050695,36,False
0.3496932515337423,1732,42,176,4,7,0.73752625,30,False
0.3558282208588957,1795,42,100,9,10,0.8725127500000001,40,True
0.3987730061349693,1724,42,177,7,2,0.9350065000000001,28,True
0.3312883435582822,1814,42,180,5,10,0.34256575,6,True
0.26993865030674846,1817,42,17,4,9,0.84751525,36,False
0.34355828220858897,1723,42,298,10,6,0.7425257500000001,9,False
0.4110429447852761,1790,42,326,3,5,0.21007900000000002,18,True
0.32515337423312884,1830,42,12,8,9,0.540046,26,True
0.39263803680981596,1746,42,195,10,6,0.9825017500000001,39,True
0.38650306748466257,1759,42,339,7,7,0.52754725,31,True
0.4049079754601227,1785,42,212,3,1,0.32756725000000003,10,False
0.4233128834355828,1741,42,226,9,2,0.44255575,21,False
0.38650306748466257,1823,42,139,9,2,0.24257575,7,False
0.27607361963190186,1674,42,311,10,10,0.9225077500000001,17,False
0.4110429447852761,1760,42,361,2,1,0.25757425,31,True
0.4233128834355828,1791,42,182,5,1,0.37006300000000003,24,True
0.32515337423312884,1670,42,246,2,3,0.7400260000000001,32,False
0.39263803680981596,1825,42,295,2,6,0.10758925000000001,19,True
0.20245398773006135,1833,42,266,6,9,0.9450055,2,True
0.39263803680981596,1735,42,153,5,1,0.9900010000000001,28,True
0.25153374233128833,1755,42,119,7,5,0.9975002500000001,26,False
