accuracy,iteration,random_state,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
0.4171779141104294,296,42,115,5,4,0.77252275,33,True
0.4233128834355828,293,42,292,6,8,0.2650735,22,False
0.4233128834355828,306,42,205,5,4,0.37256275,15,True
0.3558282208588957,338,42,25,4,4,0.4350565,12,True
0.43558282208588955,280,42,368,3,1,0.2150785,21,True
0.38650306748466257,330,42,151,6,6,0.30256975,12,True
0.32515337423312884,342,42,25,9,1,0.6775322500000001,7,True
0.3987730061349693,274,42,139,8,1,0.820018,22,True
0.3558282208588957,290,42,167,4,10,0.6650335,18,False
0.38650306748466257,335,42,200,9,7,0.19758025,40,True
0.4294478527607362,304,42,208,10,4,0.48255175000000006,21,True
0.25766871165644173,336,42,145,8,5,0.9375062500000001,4,True
0.3803680981595092,326,42,102,4,8,0.84751525,25,True
0.31901840490797545,240,42,177,5,5,0.8525147500000001,30,False
0.26380368098159507,147,42,384,6,1,0.9700030000000001,9,False
0.3128834355828221,322,42,246,2,9,0.7350265,6,True
0.43558282208588955,291,42,280,5,8,0.37256275,None,False
0.44785276073619634,266,42,279,4,3,0.330067,40,False
0.3558282208588957,220,42,328,4,9,0.6775322500000001,19,False
0.39263803680981596,318,42,354,8,4,0.30756925,11,True
0.24539877300613497,358,42,103,10,8,0.05009500000000001,5,True
0.4294478527607362,346,42,227,7,6,0.08259175,16,False
0.4110429447852761,315,42,167,8,3,0.5075492500000001,27,True
0.3619631901840491,312,42,201,9,8,0.8850115000000001,10,True
0.4110429447852761,247,42,270,3,2,0.68753125,20,True
0.25153374233128833,313,42,276,6,10,0.9550045,5,False
0.4049079754601227,359,42,227,2,6,0.04259575000000001,31,False
0.38650306748466257,295,42,150,7,3,0.5925407500000001,36,False
0.3496932515337423,365,42,263,7,8,0.020098,34,False
0.3006134969325153,367,42,75,4,10,0.04009600000000001,7,False
0.34355828220858897,262,42,187,10,3,0.71252875,28,False
0.4601226993865031,292,42,316,5,4,0.320068,20,False
0.34355828220858897,167,42,378,5,3,0.7275272500000001,13,False
0.43558282208588955,324,42,154,4,2,0.36006400000000005,24,False
0.25153374233128833,56,42,396,5,5,0.9775022500000001,21,False
0.4049079754601227,327,42,227,10,8,0.650035,15,True
0.4049079754601227,334,42,153,4,7,0.47005300000000005,27,False
0.38650306748466257,364,42,81,10,8,0.44755525,14,True
0.3619631901840491,371,42,87,7,8,0.14758525,35,True
0.26993865030674846,370,42,140,5,8,0.3550645,4,True
0.2822085889570552,378,42,156,4,6,0.19258075,5,True
0.37423312883435583,272,42,199,2,1,0.9825017500000001,15,True
0.3374233128834356,349,42,315,7,3,0.3750625,6,False
0.25766871165644173,244,42,173,2,3,0.9500050000000001,32,False
0.4171779141104294,369,42,76,10,2,0.39006100000000005,36,True
0.3558282208588957,374,42,74,5,10,0.51254875,28,True
0.3312883435582822,356,42,172,3,3,0.5150485,7,False
0.26380368098159507,125,42,392,6,7,0.99250075,17,False
0.26380368098159507,337,42,78,2,6,0.99250075,23,False
0.3128834355828221,323,42,169,4,10,0.7675232500000001,40,False
0.32515337423312884,153,42,362,8,6,0.9000100000000001,35,False
0.4294478527607362,345,42,230,2,9,0.34756525000000005,18,False
0.37423312883435583,387,42,233,8,3,0.007599250000000001,38,False
0.3067484662576687,357,42,45,5,1,0.8775122500000001,None,False
0.39263803680981596,389,42,80,2,4,0.11258875000000002,38,True
0.39263803680981596,375,42,182,9,10,0.330067,12,True
0.26380368098159507,210,42,325,9,4,0.9875012500000001,11,False
0.38650306748466257,384,42,238,10,6,0.08009200000000001,35,True
0.34355828220858897,393,42,179,9,7,0.055094500000000005,7,False
0.3987730061349693,319,42,345,2,9,0.760024,11,True
0.36809815950920244,269,42,326,10,5,0.63753625,12,False
0.43558282208588955,368,42,374,3,4,0.08509150000000001,37,False
0.4294478527607362,377,42,317,10,2,0.09509050000000001,12,False
0.25766871165644173,399,42,145,4,8,0.022597750000000003,8,True
0.20245398773006135,398,42,270,9,4,0.12758725,2,False
0.3312883435582822,360,42,241,7,6,0.5800420000000001,6,False
0.2822085889570552,382,42,261,10,10,0.3550645,4,False
0.4110429447852761,300,42,345,7,1,0.45755425000000005,None,True
0.3374233128834356,396,42,160,4,8,0.08009200000000001,35,True
0.4110429447852761,355,42,226,5,10,0.37756225000000004,14,False
0.3374233128834356,386,42,48,10,4,0.7200280000000001,13,True
0.38650306748466257,401,42,16,8,2,0.30756925,None,False
0.3987730061349693,294,42,316,3,8,0.9975002500000001,15,True
0.13496932515337423,412,42,70,2,7,0.0001,21,True
0.26380368098159507,354,42,85,2,7,0.99250075,23,False
0.25153374233128833,214,42,258,2,5,0.9950005000000001,37,False
0.19631901840490798,405,42,276,5,5,0.39256075,2,False
0.36809815950920244,379,42,125,5,8,0.62753725,29,True
0.4049079754601227,381,42,94,4,5,0.45255475,11,False
0.43558282208588955,344,42,345,2,7,0.490051,24,True
0.3619631901840491,410,42,31,10,10,0.5925407500000001,21,False
0.4049079754601227,408,42,110,5,1,0.13758625,38,True
0.3006134969325153,328,42,142,5,3,0.870013,17,False
0.22085889570552147,409,42,84,5,9,0.8775122500000001,4,False
0.26380368098159507,388,42,316,4,10,0.6325367500000001,4,True
0.24539877300613497,422,42,119,10,1,log2,14,False
0.4110429447852761,273,42,309,6,4,0.8950105,21,True
0.3619631901840491,363,42,113,9,5,0.6675332500000001,28,False
0.3312883435582822,394,42,57,4,10,0.71252875,14,False
0.2883435582822086,423,42,115,7,4,0.04259575000000001,7,True
0.3803680981595092,373,42,125,7,7,0.93250675,13,True
0.4171779141104294,347,42,273,8,6,0.62253775,17,True
0.4110429447852761,397,42,168,8,10,0.36756325,21,True
0.39263803680981596,404,42,181,2,6,0.2150785,22,True
0.39263803680981596,361,42,399,6,10,0.45755425000000005,16,True
0.39263803680981596,391,42,279,3,10,0.31006900000000004,None,True
0.3558282208588957,421,42,165,8,1,0.15758425,6,False
0.3803680981595092,351,42,138,5,3,0.6200380000000001,31,False
0.36809815950920244,428,42,331,8,6,0.04509550000000001,39,True
0.3987730061349693,362,42,195,2,7,0.8350165,33,True
0.3987730061349693,376,42,115,2,7,0.6775322500000001,20,False
0.3006134969325153,343,42,141,8,1,0.8275172500000001,14,False
0.3128834355828221,275,42,324,5,9,0.8175182500000001,16,False
0.25153374233128833,341,42,150,4,8,0.9750025000000001,34,False
0.4049079754601227,348,42,310,2,8,0.48005200000000003,11,False
0.38650306748466257,340,42,297,7,7,0.760024,23,True
0.4233128834355828,353,42,332,2,4,0.42755725000000006,28,True
0.3128834355828221,380,42,108,5,9,0.760024,38,False
0.37423312883435583,418,42,83,9,10,0.8125187500000001,35,True
0.38650306748466257,332,42,232,4,5,0.6200380000000001,None,False
0.39263803680981596,436,42,91,10,8,0.150085,29,False
0.1901840490797546,449,42,46,7,1,0.590041,1,True
0.3803680981595092,366,42,193,10,9,1.0,19,True
0.4171779141104294,414,42,75,5,1,0.5200480000000001,30,True
0.39263803680981596,310,42,313,6,2,0.7075292500000001,23,True
0.3558282208588957,451,42,30,4,10,0.19258075,16,True
0.4233128834355828,441,42,73,5,10,0.25507450000000004,31,False
0.39263803680981596,440,42,44,9,9,0.7350265,18,True
0.294478527607362,415,42,377,9,10,0.5150485,5,True
0.3987730061349693,403,42,107,5,6,0.6550345000000001,12,False
0.37423312883435583,450,42,55,5,3,0.27757225,30,True
0.2147239263803681,452,42,363,5,8,0.27757225,3,True
0.43558282208588955,445,42,142,7,2,0.08509150000000001,36,False
0.26993865030674846,459,42,258,10,10,0.01759825,31,True
0.39263803680981596,395,42,305,8,3,0.34256575,8,False
0.39263803680981596,417,42,171,5,9,0.60004,28,True
0.24539877300613497,287,42,286,8,9,0.9750025000000001,35,False
0.4049079754601227,383,42,277,4,7,0.55254475,14,True
0.3803680981595092,406,42,99,8,6,0.91750825,38,True
0.44171779141104295,430,42,231,2,7,0.18758125,30,False
0.27607361963190186,467,42,245,5,1,sqrt,15,True
0.2822085889570552,333,42,142,2,2,0.9025097500000001,None,False
0.2822085889570552,254,42,232,4,2,0.8950105,32,False
0.38650306748466257,416,42,151,9,5,0.8000200000000001,11,True
0.39263803680981596,457,42,220,4,10,0.21757825,25,True
0.2392638036809816,443,42,29,3,1,0.980002,34,False
0.36809815950920244,392,42,161,6,1,0.9275072500000001,11,True
0.19631901840490798,473,42,115,6,3,0.30256975,2,False
0.26380368098159507,99,42,341,3,1,0.9825017500000001,37,False
0.39263803680981596,447,42,189,6,4,0.22757725,31,True
0.39263803680981596,390,42,197,9,8,0.9500050000000001,None,True
0.4233128834355828,372,42,178,6,2,0.8025197500000001,27,True
0.39263803680981596,475,42,41,9,6,0.19508050000000002,38,False
0.3312883435582822,481,42,169,9,8,0.030097000000000002,22,True
0.4049079754601227,446,42,381,2,10,0.1450855,31,False
0.3987730061349693,439,42,198,7,5,0.39006100000000005,24,True
0.43558282208588955,411,42,262,7,5,0.29257075,18,False
0.24539877300613497,483,42,42,5,3,0.39756025,3,False
0.2085889570552147,485,42,132,8,5,0.030097000000000002,4,True
0.37423312883435583,448,42,234,10,7,0.39256075,10,True
0.4233128834355828,461,42,125,3,1,0.2450755,11,False
0.3374233128834356,470,42,43,7,1,0.90750925,13,True
0.38650306748466257,402,42,196,9,7,0.85751425,22,True
0.34355828220858897,432,42,116,5,7,0.73752625,12,False
0.4233128834355828,466,42,98,10,1,0.430057,17,True
0.3067484662576687,253,42,278,7,1,0.8550145000000001,34,False
0.4110429447852761,427,42,167,4,10,0.5800420000000001,18,False
0.37423312883435583,492,42,90,9,7,0.04259575000000001,22,False
0.3803680981595092,456,42,111,5,9,0.9275072500000001,39,True
0.4049079754601227,478,42,77,2,4,0.47005300000000005,25,True
0.4171779141104294,496,42,51,9,10,0.32256775000000004,34,False
0.4233128834355828,455,42,287,6,2,0.23757625000000002,22,True
0.37423312883435583,488,42,58,10,4,0.62253775,24,True
0.3312883435582822,501,42,142,7,9,0.04509550000000001,17,True
0.26993865030674846,289,42,389,10,10,0.91750825,31,False
0.3987730061349693,420,42,306,4,7,0.5575442500000001,21,True
0.4110429447852761,431,42,227,2,1,0.52754725,14,True
0.25153374233128833,506,42,61,5,3,0.1850815,4,False
0.22699386503067484,499,42,368,3,8,0.4350565,3,True
0.4171779141104294,460,42,397,10,5,0.260074,16,True
0.4110429447852761,495,42,307,2,8,0.10508950000000002,21,False
0.37423312883435583,477,42,99,2,2,0.6250375,30,True
0.4233128834355828,471,42,238,10,9,0.33256675,21,False
