accuracy,iteration,time,shrinking,random_state,max_iter,kernel,decision_function_shape,class_weight,C
0.4233128834355828,16,298.98371505737305,False,42,10000,linear,ovr,balanced,99.26588068710296
0.4662576687116564,3,299.1526589393616,False,42,10000,linear,ovr,None,0.043092332281862634
0.4233128834355828,14,299.73653411865234,False,42,10000,linear,ovr,balanced,0.8855233145028538
0.4662576687116564,19,300.1064646244049,False,42,10000,linear,ovr,None,0.127291674619356
0.4662576687116564,23,300.432000875473,False,42,10000,linear,ovr,None,2.8106062003343975
0.4539877300613497,5,300.923930644989,False,42,10000,linear,ovr,balanced,0.013727770182085486
0.49693251533742333,4,300.9847285747528,False,42,10000,linear,ovr,None,0.002447935666196066
0.4233128834355828,6,301.40738010406494,False,42,10000,linear,ovr,balanced,116.19836038697959
0.4539877300613497,17,303.12659072875977,False,42,10000,linear,ovr,balanced,0.012189895989248661
0.4662576687116564,20,303.35422825813293,False,42,10000,linear,ovr,None,0.044177384488964765
0.4662576687116564,1,303.39356303215027,False,42,10000,linear,ovr,None,795.0601750844187
0.4662576687116564,9,320.87551522254944,True,42,10000,linear,ovr,None,0.10318106352675918
0.4233128834355828,7,322.3523087501526,True,42,10000,linear,ovr,balanced,2.1379620895022304
0.4233128834355828,10,323.76288628578186,True,42,10000,linear,ovr,balanced,0.5039645636126429
0.4662576687116564,21,323.95457434654236,True,42,10000,linear,ovr,None,0.09136923736814541
0.4233128834355828,2,324.16356658935547,True,42,10000,linear,ovr,balanced,4.277598314820376
0.4233128834355828,13,324.69799518585205,True,42,10000,linear,ovr,balanced,0.1964264645879854
0.48466257668711654,11,325.1124973297119,True,42,10000,linear,ovr,None,0.004385306977749856
0.4233128834355828,15,325.89842915534973,True,42,10000,linear,ovr,balanced,0.17298163592151014
0.4662576687116564,8,325.99182391166687,True,42,10000,linear,ovr,None,0.19696996148999235
0.4662576687116564,0,326.19700050354004,True,42,10000,linear,ovr,None,0.5475200153037678
0.4233128834355828,18,326.34821105003357,True,42,10000,linear,ovr,balanced,0.6773295140086063
0.4662576687116564,22,326.9569170475006,True,42,10000,linear,ovr,None,4.081313915969719
0.4233128834355828,12,329.72125267982483,True,42,10000,linear,ovr,balanced,171.08029875993253
0.4662576687116564,24,299.0844569206238,False,42,10000,linear,ovr,None,1.7914306484060245
0.4233128834355828,28,297.97783851623535,False,42,10000,linear,ovr,balanced,180.80065521100045
0.4233128834355828,29,302.9847559928894,False,42,10000,linear,ovr,balanced,39.77406691050278
0.4662576687116564,31,302.7451982498169,False,42,10000,linear,ovr,None,179.8042695177435
0.4662576687116564,33,301.6813795566559,False,42,10000,linear,ovr,None,0.20081678041839857
0.4785276073619632,25,323.3013415336609,True,42,10000,linear,ovr,balanced,0.0022594357702209783
0.4233128834355828,32,320.15951895713806,True,42,10000,linear,ovr,balanced,156.60297206860469
0.4233128834355828,37,299.6661629676819,False,42,10000,linear,ovr,balanced,156.60297206860469
0.4233128834355828,26,325.1727509498596,True,42,10000,linear,ovr,balanced,0.3865449465982836
0.4233128834355828,36,302.53496074676514,False,42,10000,linear,ovr,balanced,21.30100037411248
0.4539877300613497,38,301.09750151634216,False,42,10000,linear,ovr,balanced,0.012882495516931335
0.4785276073619632,30,324.84267711639404,True,42,10000,linear,ovr,None,0.006975896043328045
0.4233128834355828,43,299.974506855011,False,42,10000,linear,ovr,balanced,40.66305463404279
0.4539877300613497,39,302.03655910491943,False,42,10000,linear,ovr,balanced,0.011282361216489924
0.4233128834355828,45,300.06032061576843,False,42,10000,linear,ovr,balanced,211.64109507708636
0.48466257668711654,27,326.35776591300964,True,42,10000,linear,ovr,balanced,0.0015177491558612493
0.4662576687116564,40,302.05935072898865,False,42,10000,linear,ovr,None,0.01804679146556722
0.4233128834355828,34,328.1934812068939,True,42,10000,linear,ovr,balanced,591.561634175473
0.4662576687116564,41,321.9951615333557,True,42,10000,linear,ovr,None,89.61898068616138
0.4662576687116564,35,327.1181147098541,True,42,10000,linear,ovr,None,51.14462515963039
0.4233128834355828,42,327.1715030670166,True,42,10000,linear,ovr,balanced,6.937452139421228
0.4662576687116564,46,325.17303347587585,True,42,10000,linear,ovr,None,5.910170366102436
0.4662576687116564,44,327.39883065223694,True,42,10000,linear,ovr,None,1.412537544622754
0.4785276073619632,47,326.69827580451965,True,42,10000,linear,ovr,balanced,0.0028734258866748713
0.4662576687116564,48,303.28030705451965,False,42,10000,linear,ovr,None,40.10513660865751
0.4723926380368098,51,301.28720116615295,False,42,10000,linear,ovr,balanced,0.00805378441199066
0.4662576687116564,52,300.65069818496704,False,42,10000,linear,ovr,None,861.3903457724265
0.44785276073619634,49,321.60832142829895,True,42,10000,linear,ovr,balanced,0.030846081377571413
0.4233128834355828,54,298.9889349937439,False,42,10000,linear,ovr,balanced,193.73139245819533
0.44785276073619634,55,300.71222281455994,False,42,10000,linear,ovr,balanced,0.032329575336809406
0.4662576687116564,58,300.11692571640015,False,42,10000,linear,ovr,None,34.260997248813695
0.4662576687116564,60,299.4302055835724,False,42,10000,linear,ovr,None,0.4716284552998378
0.4233128834355828,63,299.3556294441223,False,42,10000,linear,ovr,balanced,943.6262202767251
0.4662576687116564,53,303.54387950897217,False,42,10000,linear,ovr,None,4.092606597300105
0.44785276073619634,50,322.3156213760376,True,42,10000,linear,ovr,balanced,0.017076544728138743
0.48466257668711654,59,304.4159791469574,False,42,10000,linear,ovr,balanced,0.0043371056350044145
0.4233128834355828,66,296.7382740974426,False,42,10000,linear,ovr,balanced,295.665056508294
0.4233128834355828,56,321.11217069625854,True,42,10000,linear,ovr,balanced,0.588301559988882
0.4662576687116564,57,325.01850748062134,True,42,10000,linear,ovr,None,3.6441815078886086
0.4233128834355828,65,320.00406551361084,True,42,10000,linear,ovr,balanced,49.20395356814501
0.43558282208588955,61,325.69531083106995,True,42,10000,linear,ovr,balanced,0.11945380829338861
0.4662576687116564,62,325.62042140960693,True,42,10000,linear,ovr,None,0.1863802972346199
0.4662576687116564,64,326.7515797615051,True,42,10000,linear,ovr,None,0.4677351412871981
0.4785276073619632,68,304.4085428714752,False,42,10000,linear,ovr,None,0.004897788193684461
0.4662576687116564,67,325.57877492904663,True,42,10000,linear,ovr,None,2.0511621788255647
0.4233128834355828,70,323.37391424179077,True,42,10000,linear,ovr,balanced,1.4481048230513716
0.48466257668711654,69,325.3884391784668,True,42,10000,linear,ovr,balanced,0.0042305808577652315
0.4662576687116564,71,323.41834807395935,True,42,10000,linear,ovr,None,151.0775731924994
0.4662576687116564,74,300.75536036491394,False,42,10000,linear,ovr,None,0.588301559988882
0.4785276073619632,73,305.29055666923523,False,42,10000,linear,ovr,balanced,0.0019516413002858264
0.4662576687116564,77,301.1834008693695,False,42,10000,linear,ovr,None,469.0293284059374
0.44785276073619634,72,324.0756115913391,True,42,10000,linear,ovr,balanced,0.018501204347718587
0.4785276073619632,79,300.36522459983826,False,42,10000,linear,ovr,None,0.005796955946535209
0.4662576687116564,80,301.4299123287201,False,42,10000,linear,ovr,None,0.029675633580735286
0.4233128834355828,81,301.68208932876587,False,42,10000,linear,ovr,balanced,7.834296427662112
0.4233128834355828,83,300.6016387939453,False,42,10000,linear,ovr,balanced,25.072636247771165
0.4662576687116564,75,322.9775128364563,True,42,10000,linear,ovr,None,0.17442149315611752
0.4662576687116564,84,301.9820556640625,False,42,10000,linear,ovr,None,3.7566436461445862
0.4662576687116564,85,299.95430278778076,False,42,10000,linear,ovr,None,353.8343568147222
0.4662576687116564,76,324.02260971069336,True,42,10000,linear,ovr,None,6.899220098440467
0.4233128834355828,82,325.43977069854736,True,42,10000,linear,ovr,balanced,6.109420249055715
0.4233128834355828,89,299.9121789932251,False,42,10000,linear,ovr,balanced,0.7670081876935095
0.4662576687116564,78,328.19273471832275,True,42,10000,linear,ovr,None,0.03025519803872306
0.4662576687116564,90,303.6169099807739,False,42,10000,linear,ovr,None,0.07066429004252071
0.4662576687116564,91,302.85692715644836,False,42,10000,linear,ovr,None,137.91134690235992
0.4662576687116564,88,321.61986565589905,True,42,10000,linear,ovr,None,1.4845676750522714
0.4662576687116564,86,323.8554494380951,True,42,10000,linear,ovr,None,0.9541134102819789
0.4233128834355828,92,300.3053240776062,False,42,10000,linear,ovr,balanced,45.91980128368685
0.4662576687116564,87,326.1769013404846,True,42,10000,linear,ovr,None,543.0002130657377
0.4233128834355828,95,300.55850052833557,False,42,10000,linear,ovr,balanced,21.066869257394146
0.4662576687116564,93,323.25060772895813,True,42,10000,linear,ovr,None,2.6157726827191055
0.4233128834355828,94,324.13031244277954,True,42,10000,linear,ovr,balanced,0.29080374827353117
