accuracy,iteration,time,solver,random_state,penalty,max_iter,class_weight,C
0.6196319018404908,17,0.5439901351928711,lbfgs,42,l2,10000,balanced,0.012189895989248661
0.6134969325153374,5,0.6016087532043457,lbfgs,42,l2,10000,balanced,0.013727770182085486
0.13496932515337423,3,1.9188978672027588,lbfgs,42,l2,10000,None,0.043092332281862634
0.13496932515337423,20,2.1590020656585693,lbfgs,42,l2,10000,None,0.044177384488964765
0.17177914110429449,19,3.4827303886413574,lbfgs,42,l2,10000,None,0.127291674619356
0.13496932515337423,4,3.6140387058258057,lbfgs,42,l2,10000,None,0.002447935666196066
0.6441717791411042,2,4.693003177642822,lbfgs,42,None,10000,balanced,4.277598314820376
0.6441717791411042,12,4.776293516159058,lbfgs,42,None,10000,balanced,171.08029875993253
0.6441717791411042,18,4.79362678527832,lbfgs,42,None,10000,balanced,0.6773295140086063
0.6441717791411042,10,4.943471193313599,lbfgs,42,None,10000,balanced,0.5039645636126429
0.6441717791411042,13,5.198861360549927,lbfgs,42,None,10000,balanced,0.1964264645879854
0.6441717791411042,7,5.239648818969727,lbfgs,42,None,10000,balanced,2.1379620895022304
0.7055214723926381,14,5.497442245483398,lbfgs,42,l2,10000,balanced,0.8855233145028538
0.6441717791411042,25,5.062664985656738,lbfgs,42,None,10000,balanced,0.0022594357702209783
0.6441717791411042,15,5.325767278671265,lbfgs,42,None,10000,balanced,0.17298163592151014
0.6441717791411042,26,5.3232786655426025,lbfgs,42,None,10000,balanced,0.3865449465982836
0.6196319018404908,38,1.114760160446167,lbfgs,42,l2,10000,balanced,0.012882495516931335
0.6441717791411042,27,5.421936988830566,lbfgs,42,None,10000,balanced,0.0015177491558612493
0.6134969325153374,39,0.975954532623291,lbfgs,42,l2,10000,balanced,0.011282361216489924
0.6932515337423313,9,9.080129146575928,lbfgs,42,None,10000,None,0.10318106352675918
0.6932515337423313,21,9.09607481956482,lbfgs,42,None,10000,None,0.09136923736814541
0.6932515337423313,11,9.228387355804443,lbfgs,42,None,10000,None,0.004385306977749856
0.656441717791411,23,9.369198322296143,lbfgs,42,l2,10000,None,2.8106062003343975
0.22085889570552147,33,4.449740648269653,lbfgs,42,l2,10000,None,0.20081678041839857
0.6932515337423313,8,9.566011428833008,lbfgs,42,None,10000,None,0.19696996148999235
0.6932515337423313,0,9.762173652648926,lbfgs,42,None,10000,None,0.5475200153037678
0.13496932515337423,40,2.3155131340026855,lbfgs,42,l2,10000,None,0.01804679146556722
0.5950920245398773,24,9.558794021606445,lbfgs,42,l2,10000,None,1.7914306484060245
0.6441717791411042,32,5.309284210205078,lbfgs,42,None,10000,balanced,156.60297206860469
0.6932515337423313,22,10.132832288742065,lbfgs,42,None,10000,None,4.081313915969719
0.6441717791411042,34,5.445751428604126,lbfgs,42,None,10000,balanced,591.561634175473
0.6134969325153374,51,0.9695589542388916,lbfgs,42,l2,10000,balanced,0.00805378441199066
0.7177914110429447,16,11.134611368179321,lbfgs,42,l2,10000,balanced,99.26588068710296
0.6993865030674846,1,11.239685535430908,lbfgs,42,l2,10000,None,795.0601750844187
0.7177914110429447,6,12.082518339157104,lbfgs,42,l2,10000,balanced,116.19836038697959
0.6196319018404908,55,1.0696332454681396,lbfgs,42,l2,10000,balanced,0.032329575336809406
0.6073619631901841,59,0.9944679737091064,lbfgs,42,l2,10000,balanced,0.0043371056350044145
0.6441717791411042,42,5.256345272064209,lbfgs,42,None,10000,balanced,6.937452139421228
0.7239263803680982,29,10.011802673339844,lbfgs,42,l2,10000,balanced,39.77406691050278
0.7177914110429447,28,10.51527714729309,lbfgs,42,l2,10000,balanced,180.80065521100045
0.6932515337423313,30,9.892168998718262,lbfgs,42,None,10000,None,0.006975896043328045
0.6441717791411042,47,5.222020864486694,lbfgs,42,None,10000,balanced,0.0028734258866748713
0.6441717791411042,49,4.935272932052612,lbfgs,42,None,10000,balanced,0.030846081377571413
0.6441717791411042,50,4.9648964405059814,lbfgs,42,None,10000,balanced,0.017076544728138743
0.6932515337423313,35,9.861281871795654,lbfgs,42,None,10000,None,51.14462515963039
0.7239263803680982,36,10.270890951156616,lbfgs,42,l2,10000,balanced,21.30100037411248
0.6441717791411042,56,5.530862808227539,lbfgs,42,None,10000,balanced,0.588301559988882
0.6932515337423313,41,9.797856092453003,lbfgs,42,None,10000,None,89.61898068616138
0.7177914110429447,37,12.03903603553772,lbfgs,42,l2,10000,balanced,156.60297206860469
0.13496932515337423,68,2.8362555503845215,lbfgs,42,l2,10000,None,0.004897788193684461
0.6993865030674846,31,13.353822231292725,lbfgs,42,l2,10000,None,179.8042695177435
0.6441717791411042,61,4.778668165206909,lbfgs,42,None,10000,balanced,0.11945380829338861
0.6196319018404908,73,0.9845435619354248,lbfgs,42,l2,10000,balanced,0.0019516413002858264
0.7177914110429447,45,9.751693725585938,lbfgs,42,l2,10000,balanced,211.64109507708636
0.36809815950920244,60,5.824376821517944,lbfgs,42,l2,10000,None,0.4716284552998378
0.6932515337423313,44,10.307507514953613,lbfgs,42,None,10000,None,1.412537544622754
0.6932515337423313,46,10.073655843734741,lbfgs,42,None,10000,None,5.910170366102436
0.6441717791411042,65,5.239480257034302,lbfgs,42,None,10000,balanced,49.20395356814501
0.6932515337423313,57,9.892779350280762,lbfgs,42,None,10000,None,3.6441815078886086
0.6441717791411042,69,5.3365490436553955,lbfgs,42,None,10000,balanced,0.0042305808577652315
0.6871165644171779,53,11.669382810592651,lbfgs,42,l2,10000,None,4.092606597300105
0.6441717791411042,70,5.109862327575684,lbfgs,42,None,10000,balanced,1.4481048230513716
0.13496932515337423,79,2.396205425262451,lbfgs,42,l2,10000,None,0.005796955946535209
0.13496932515337423,80,2.538958787918091,lbfgs,42,l2,10000,None,0.029675633580735286
0.7300613496932515,43,13.231346130371094,lbfgs,42,l2,10000,balanced,40.66305463404279
