accuracy,iteration,time,random_state,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
0.4601226993865031,151,149.24798464775085,42,78,4,7,0.48255175000000006,20,False
0.32515337423312884,146,268.94412994384766,42,63,3,8,0.9350065000000001,32,False
0.39263803680981596,106,755.6718418598175,42,201,8,6,0.8000200000000001,22,False
0.44785276073619634,103,829.3315131664276,42,279,5,4,0.550045,36,False
0.3558282208588957,126,597.9413721561432,42,273,9,2,0.8275172500000001,7,False
0.38650306748466257,149,336.5633475780487,42,383,2,5,0.6900310000000001,5,True
0.4601226993865031,132,553.1843681335449,42,265,6,8,0.9150085000000001,11,True
0.49079754601226994,127,637.3006057739258,42,338,2,6,0.660034,37,True
0.22699386503067484,158,83.80451011657715,42,165,4,2,0.8500150000000001,3,False
0.4723926380368098,120,704.6984882354736,42,267,3,3,0.39256075,36,False
0.20245398773006135,164,0.7051308155059814,42,72,8,9,0.00259975,10,True
0.4539877300613497,161,41.03090262413025,42,79,3,5,0.17758225,33,True
0.4539877300613497,159,89.22843170166016,42,133,9,1,0.16758325000000002,11,True
0.4233128834355828,160,84.64623594284058,42,23,5,9,0.7950205,39,False
0.49079754601226994,142,506.24784445762634,42,396,4,5,0.26257375,26,False
0.44171779141104295,163,76.20564556121826,42,31,4,1,0.590041,15,True
0.3619631901840491,170,14.601656913757324,42,358,5,7,0.01259875,16,True
0.44171779141104295,156,208.91444039344788,42,94,10,1,0.45005500000000004,18,False
0.4601226993865031,157,193.3476758003235,42,153,10,8,0.28257175,23,False
0.4539877300613497,169,66.00294589996338,42,65,10,6,0.36506350000000004,9,True
0.4662576687116564,124,756.4591088294983,42,298,2,7,0.94250575,29,True
0.4601226993865031,173,51.519736766815186,42,72,9,3,0.12758725,11,False
0.44785276073619634,172,58.329944133758545,42,305,2,8,0.06759325000000001,28,True
0.2085889570552147,168,121.91309881210327,42,394,4,6,0.88251175,2,False
0.4294478527607362,177,33.710630655288696,42,25,3,9,0.33506650000000004,32,False
0.5030674846625767,155,346.67199778556824,42,223,4,3,0.25007500000000005,35,False
0.4601226993865031,150,463.5109531879425,42,234,10,4,0.5950405000000001,17,True
0.4662576687116564,174,102.63874459266663,42,51,3,3,0.4850515,24,True
0.49079754601226994,152,462.34213972091675,42,204,6,2,0.65253475,19,True
0.2331288343558282,184,8.833740234375,42,48,8,7,0.48005200000000003,2,True
0.4294478527607362,175,107.569819688797,42,111,9,9,0.22757725,38,False
0.44171779141104295,133,782.5383865833282,42,323,4,10,0.9750025000000001,36,True
0.3128834355828221,59,1634.1987228393555,42,385,4,7,0.9850015000000001,14,False
0.38650306748466257,188,25.798804998397827,42,17,7,6,0.5250475,27,True
0.4723926380368098,179,113.03054785728455,42,311,4,1,0.06509350000000001,40,True
0.4539877300613497,178,141.70059609413147,42,290,9,10,0.110089,28,False
0.2331288343558282,191,2.3544836044311523,42,78,7,6,0.01759825,5,True
0.4171779141104294,182,119.06989336013794,42,155,5,10,0.34006600000000003,27,True
0.3006134969325153,183,155.96084761619568,42,233,10,2,0.6450355000000001,4,False
0.44171779141104295,145,797.249361038208,42,373,9,10,0.590041,40,False
0.4723926380368098,187,171.13694500923157,42,183,5,7,0.3450655,12,True
0.49079754601226994,171,332.7589931488037,42,154,5,1,0.3050695,32,False
0.3312883435582822,192,137.31736207008362,42,38,8,10,0.9475052500000001,22,False
0.43558282208588955,196,29.66292452812195,42,74,4,5,0.12258775000000001,29,True
0.2883435582822086,193,151.68837594985962,42,400,7,10,0.660034,3,True
0.2883435582822086,56,1942.5658643245697,42,396,5,5,0.9775022500000001,21,False
0.3496932515337423,139,955.7732162475586,42,360,8,4,0.8675132500000001,8,False
0.49079754601226994,180,348.3814446926117,42,237,2,5,0.43755625000000004,40,True
0.18404907975460122,195,159.53789567947388,42,365,6,5,0.96750325,2,False
0.38650306748466257,203,13.75539493560791,42,12,5,6,0.36256375,34,True
0.44785276073619634,166,539.1402153968811,42,248,3,8,0.550045,31,False
0.44171779141104295,204,47.08705139160156,42,29,7,4,0.31506850000000003,22,False
0.4539877300613497,207,35.570175886154175,42,62,9,10,0.11258875000000002,37,False
0.3558282208588957,199,193.0313401222229,42,366,7,6,0.37256275,5,True
0.49693251533742333,202,147.97571849822998,42,102,3,4,0.23257675,30,False
0.44785276073619634,162,665.9094507694244,42,358,8,10,0.810019,None,True
0.4539877300613497,181,484.5523328781128,42,213,4,4,0.8350165,10,True
0.4601226993865031,165,637.4256565570831,42,353,9,7,0.68753125,40,True
0.3128834355828221,212,3.5934481620788574,42,63,4,5,0.03259675000000001,5,True
0.43558282208588955,205,136.7681393623352,42,96,7,8,0.550045,12,True
0.37423312883435583,198,295.02831506729126,42,59,2,2,0.8275172500000001,16,False
0.4110429447852761,209,94.73634266853333,42,81,9,2,0.45005500000000004,7,False
0.4171779141104294,189,466.42760586738586,42,168,8,9,0.7750225000000001,12,False
0.4662576687116564,201,278.13678455352783,42,236,3,2,0.2050795,12,False
0.48466257668711654,186,579.4362382888794,42,296,2,2,0.30007,18,False
0.44171779141104295,185,637.1577405929565,42,320,4,8,0.4850515,15,False
0.39263803680981596,154,1032.0645389556885,42,272,3,5,0.7675232500000001,33,False
0.15950920245398773,222,1.7965936660766602,42,285,8,1,0.010099,2,False
0.4601226993865031,211,227.7380084991455,42,111,2,4,0.7175282500000001,16,True
0.4110429447852761,190,608.4184305667877,42,186,10,6,0.70003,25,False
0.4785276073619632,206,327.1025927066803,42,266,5,7,0.290071,18,False
0.4539877300613497,219,135.53688645362854,42,274,6,9,0.1450855,16,False
0.4049079754601227,197,485.6426877975464,42,169,7,6,0.80751925,11,False
0.4171779141104294,227,3.51859188079834,42,11,8,9,0.43255675000000005,24,True
0.3128834355828221,176,791.74769115448,42,222,6,9,0.9700030000000001,30,False
0.4662576687116564,208,298.2604019641876,42,371,2,8,0.21257875,28,False
0.294478527607362,224,21.25765872001648,42,31,3,10,0.9500050000000001,7,False
0.17177914110429449,231,3.686194896697998,42,157,8,8,0.530047,1,True
0.4601226993865031,218,178.1200053691864,42,194,5,2,0.30756925,40,True
0.3067484662576687,125,1552.1647036075592,42,392,6,7,0.99250075,17,False
0.26993865030674846,235,0.9327611923217773,42,94,10,10,0.0150985,5,False
0.24539877300613497,228,20.406071424484253,42,261,2,6,0.7850215,2,True
0.50920245398773,215,257.35279536247253,42,246,7,3,0.24257575,32,False
0.48466257668711654,216,210.40403819084167,42,374,7,3,0.19258075,28,True
0.3067484662576687,147,1298.319126367569,42,384,6,1,0.9700030000000001,9,False
0.4723926380368098,225,44.41513133049011,42,192,6,2,0.1750825,10,False
0.43558282208588955,226,43.09750938415527,42,234,6,8,0.22757725,32,True
0.3558282208588957,239,9.961779117584229,42,51,3,2,0.47255275,5,True
0.4662576687116564,221,87.16537308692932,42,83,8,1,0.430057,27,False
0.44785276073619634,234,25.307127237319946,42,189,7,10,0.110089,17,False
0.4662576687116564,217,217.71784353256226,42,214,7,8,0.65253475,17,True
0.3128834355828221,243,11.287539720535278,42,102,3,9,0.31256875,4,False
0.4171779141104294,200,497.81174206733704,42,218,5,6,0.64753525,None,False
0.4785276073619632,223,92.13153123855591,42,157,6,4,0.48005200000000003,25,True
0.3374233128834356,246,11.07450795173645,42,24,9,8,0.73252675,6,False
0.4662576687116564,237,51.62362599372864,42,164,3,9,0.2750725,12,False
0.24539877300613497,250,23.38077712059021,42,358,7,8,0.6675332500000001,2,True
0.44171779141104295,249,26.642735242843628,42,62,9,1,0.36756325,28,True
0.44171779141104295,194,638.3417019844055,42,386,9,10,0.5925407500000001,27,False
0.44785276073619634,229,91.8154981136322,42,156,9,7,0.7300270000000001,30,True
0.27607361963190186,99,1906.4778048992157,42,341,3,1,0.9825017500000001,37,False
0.48466257668711654,241,65.89742279052734,42,299,6,5,0.15258475,13,False
0.3374233128834356,153,1239.5278346538544,42,362,8,6,0.9000100000000001,35,False
0.36809815950920244,232,109.11407852172852,42,216,6,8,0.70003,7,False
0.17791411042944785,258,7.8433837890625,42,68,9,10,0.9450055,2,False
0.4294478527607362,213,356.24348735809326,42,375,8,9,0.980002,8,True
0.44785276073619634,248,73.65495944023132,42,95,8,1,0.8850115000000001,12,True
0.4785276073619632,238,104.31290626525879,42,299,5,7,0.25507450000000004,23,False
0.43558282208588955,167,1000.2795016765594,42,378,5,3,0.7275272500000001,13,False
0.4539877300613497,251,62.976722240448,42,154,2,6,0.28507150000000003,None,False
0.294478527607362,236,119.82371473312378,42,80,6,3,0.9225077500000001,26,False
0.4539877300613497,255,46.859530210494995,42,287,2,9,0.21257875,27,True
0.4294478527607362,230,139.4011585712433,42,296,3,6,0.5150485,8,False
0.2085889570552147,267,4.583259344100952,42,328,2,1,0.05259475000000001,3,False
0.4662576687116564,260,27.36451268196106,42,142,3,4,0.15508450000000001,10,False
0.44171779141104295,259,30.360654592514038,42,89,9,2,0.28757125,23,True
0.4723926380368098,252,72.22324299812317,42,126,7,2,0.31506850000000003,39,False
0.48466257668711654,261,36.116724252700806,42,194,7,6,0.12508750000000002,18,False
0.4723926380368098,270,9.620722770690918,42,225,8,3,0.01759825,34,False
0.36809815950920244,245,116.84843301773071,42,110,10,9,0.9125087500000001,25,False
0.44785276073619634,263,27.896271467208862,42,51,7,5,0.36756325,26,False
0.4233128834355828,265,32.01526403427124,42,168,9,8,0.36006400000000005,7,True
0.34355828220858897,271,18.926764249801636,42,106,10,5,0.6800320000000001,4,True
0.4601226993865031,233,161.02988576889038,42,314,10,10,0.75752425,14,True
0.4723926380368098,276,25.465389490127563,42,59,8,6,0.3050695,40,False
0.4601226993865031,257,85.19622731208801,42,150,7,9,0.79752025,None,True
0.4110429447852761,242,149.36140418052673,42,159,8,5,0.650035,33,False
0.4294478527607362,281,6.10042405128479,42,18,6,4,0.32256775000000004,21,True
0.4601226993865031,277,27.110522985458374,42,78,4,8,0.32756725000000003,10,False
0.43558282208588955,268,49.311434507369995,42,321,8,9,0.20008,13,True
0.4601226993865031,278,36.98484539985657,42,219,5,7,0.19758025,17,True
0.4539877300613497,282,26.63863205909729,42,67,8,5,0.42755725000000006,29,True
0.17177914110429449,286,7.77699613571167,42,325,7,4,0.42255775,1,False
0.4110429447852761,220,318.0300934314728,42,328,4,9,0.6775322500000001,19,False
0.3987730061349693,284,26.06940221786499,42,42,4,8,0.8300170000000001,34,True
0.4539877300613497,279,50.61262583732605,42,98,10,6,0.36506350000000004,18,False
0.4723926380368098,264,92.49890375137329,42,108,8,2,0.80751925,21,True
0.4171779141104294,285,40.314586877822876,42,42,2,3,0.83251675,10,False
0.4601226993865031,256,144.66822290420532,42,241,8,6,0.7150285000000001,39,True
0.3558282208588957,240,215.25279593467712,42,177,5,5,0.8525147500000001,30,False
0.3619631901840491,288,33.390220165252686,42,171,6,2,0.550045,5,True
0.4662576687116564,247,210.10811638832092,42,270,3,2,0.68753125,20,True
0.4601226993865031,283,72.95688128471375,42,205,10,7,0.26757325000000004,22,False
0.294478527607362,298,15.117530584335327,42,186,6,4,0.43255675000000005,3,True
0.4601226993865031,274,125.52661061286926,42,139,8,1,0.820018,22,True
0.1656441717791411,299,4.9228410720825195,42,193,3,9,0.56754325,1,True
0.44171779141104295,297,29.151817083358765,42,50,5,7,0.710029,24,True
0.2822085889570552,214,526.6567776203156,42,258,2,5,0.9950005000000001,37,False
0.3067484662576687,210,559.0203170776367,42,325,9,4,0.9875012500000001,11,False
0.50920245398773,280,115.82780003547668,42,368,3,1,0.2150785,21,True
0.4723926380368098,266,164.80868577957153,42,279,4,3,0.330067,40,False
0.294478527607362,244,266.43520069122314,42,173,2,3,0.9500050000000001,32,False
0.31901840490797545,303,28.38490104675293,42,187,3,3,0.41505850000000005,4,False
0.3496932515337423,302,37.15942716598511,42,29,10,3,0.8375162500000001,17,False
0.4171779141104294,262,206.76159763336182,42,187,10,3,0.71252875,28,False
0.4539877300613497,293,99.2685284614563,42,292,6,8,0.2650735,22,False
0.4723926380368098,296,90.0437023639679,42,115,5,4,0.77252275,33,True
0.44171779141104295,307,36.44314193725586,42,166,6,7,0.36006400000000005,8,True
0.44785276073619634,308,20.523329257965088,42,28,4,6,0.8850115000000001,23,True
0.4110429447852761,290,125.71007084846497,42,167,4,10,0.6650335,18,False
0.4662576687116564,301,62.58887815475464,42,102,3,7,0.73252675,38,True
0.44171779141104295,314,10.153779745101929,42,17,3,9,0.9150085000000001,12,True
0.44785276073619634,311,17.257211446762085,42,161,4,10,0.09259075000000001,11,False
0.4723926380368098,291,133.11713981628418,42,280,5,8,0.37256275,None,False
0.4110429447852761,316,14.766296148300171,42,87,9,6,0.23257675,9,True
0.5030674846625767,272,214.54205584526062,42,199,2,1,0.9825017500000001,15,True
0.4539877300613497,309,45.59069752693176,42,114,8,6,0.460054,28,True
0.5030674846625767,305,73.03976678848267,42,232,3,3,0.16258375,20,False
0.4723926380368098,306,77.92881035804749,42,205,5,4,0.37256275,15,True
0.4601226993865031,292,165.07231521606445,42,316,5,4,0.320068,20,False
0.4539877300613497,295,149.735689163208,42,150,7,3,0.5925407500000001,36,False
0.43558282208588955,320,35.63768553733826,42,234,5,10,0.2250775,11,True
0.4723926380368098,304,102.1146593093872,42,208,10,4,0.48255175000000006,21,True
0.44785276073619634,325,10.544143915176392,42,65,9,9,0.21257875,37,True
0.44785276073619634,269,260.7363905906677,42,326,10,5,0.63753625,12,False
0.4049079754601227,321,43.41092777252197,42,118,5,9,0.47755225,38,True
0.4233128834355828,331,9.092840909957886,42,16,4,7,0.42005800000000004,19,False
0.49079754601226994,273,266.0864429473877,42,309,6,4,0.8950105,21,True
0.44785276073619634,329,26.861448764801025,42,86,7,9,0.49255075000000004,9,True
0.48466257668711654,315,90.2271637916565,42,167,8,3,0.5075492500000001,27,True
0.4601226993865031,330,37.78211808204651,42,151,6,6,0.30256975,12,True
0.3987730061349693,322,75.64472126960754,42,246,2,9,0.7350265,6,True
0.4539877300613497,318,97.10824608802795,42,354,8,4,0.30756925,11,True
0.3374233128834356,254,363.9957811832428,42,232,4,2,0.8950105,32,False
0.4539877300613497,312,119.07801246643066,42,201,9,8,0.8850115000000001,10,True
0.44171779141104295,326,63.31431245803833,42,102,4,8,0.84751525,25,True
0.4539877300613497,338,9.510934829711914,42,25,4,4,0.4350565,12,True
0.2883435582822086,313,121.83253788948059,42,276,6,10,0.9550045,5,False
0.3987730061349693,275,307.9743266105652,42,324,5,9,0.8175182500000001,16,False
0.4049079754601227,342,10.063069105148315,42,25,9,1,0.6775322500000001,7,True
0.44171779141104295,335,34.12733769416809,42,200,9,7,0.19758025,40,True
0.44785276073619634,294,230.52640533447266,42,316,3,8,0.9975002500000001,15,True
0.4723926380368098,300,196.24093747138977,42,345,7,1,0.45755425000000005,None,True
0.3374233128834356,336,36.09078931808472,42,145,8,5,0.9375062500000001,4,True
0.4662576687116564,324,105.53959941864014,42,154,4,2,0.36006400000000005,24,False
0.3496932515337423,253,404.9904100894928,42,278,7,1,0.8550145000000001,34,False
0.44785276073619634,346,28.27479124069214,42,227,7,6,0.08259175,16,False
0.4539877300613497,327,110.38250923156738,42,227,10,8,0.650035,15,True
0.4049079754601227,323,145.5555386543274,42,169,4,10,0.7675232500000001,40,False
0.4662576687116564,334,92.8374752998352,42,153,4,7,0.47005300000000005,27,False
0.44785276073619634,319,177.7314395904541,42,345,2,9,0.760024,11,True
0.31901840490797545,287,325.0348036289215,42,286,8,9,0.9750025000000001,35,False
0.3128834355828221,337,102.92092728614807,42,78,2,6,0.99250075,23,False
0.294478527607362,358,2.2672204971313477,42,103,10,8,0.05009500000000001,5,True
0.4171779141104294,349,77.98885607719421,42,315,7,3,0.3750625,6,False
0.4539877300613497,345,95.27932548522949,42,230,2,9,0.34756525000000005,18,False
0.4662576687116564,359,15.754405975341797,42,227,2,6,0.04259575000000001,31,False
0.4785276073619632,310,247.74326395988464,42,313,6,2,0.7075292500000001,23,True
0.3374233128834356,328,188.99900341033936,42,142,5,3,0.870013,17,False
0.4539877300613497,344,137.5890817642212,42,345,2,7,0.490051,24,True
0.38650306748466257,356,70.86481714248657,42,172,3,3,0.5150485,7,False
0.31901840490797545,357,68.50395774841309,42,45,5,1,0.8775122500000001,None,False
0.3496932515337423,367,2.3542590141296387,42,75,4,10,0.04009600000000001,7,False
0.4110429447852761,365,7.81708288192749,42,263,7,8,0.020098,34,False
0.4601226993865031,355,93.93036937713623,42,226,5,10,0.37756225000000004,14,False
0.4110429447852761,364,26.5934579372406,42,81,10,8,0.44755525,14,True
0.4785276073619632,347,142.32996821403503,42,273,8,6,0.62253775,17,True
0.36809815950920244,289,402.0028340816498,42,389,10,10,0.91750825,31,False
0.3006134969325153,354,105.93830466270447,42,85,2,7,0.99250075,23,False
0.4233128834355828,371,10.354653120040894,42,87,7,8,0.14758525,35,True
0.44785276073619634,332,205.01973485946655,42,232,4,5,0.6200380000000001,None,False
0.31901840490797545,370,12.56393051147461,42,140,5,8,0.3550645,4,True
0.43558282208588955,351,140.7949140071869,42,138,5,3,0.6200380000000001,31,False
0.3006134969325153,341,174.11389899253845,42,150,4,8,0.9750025000000001,34,False
0.39263803680981596,343,169.82744216918945,42,141,8,1,0.8275172500000001,14,False
0.4723926380368098,340,179.84312176704407,42,297,7,7,0.760024,23,True
0.44171779141104295,348,159.13708329200745,42,310,2,8,0.48005200000000003,11,False
0.34355828220858897,378,10.924309968948364,42,156,4,6,0.19258075,5,True
0.3374233128834356,333,218.69770407676697,42,142,2,2,0.9025097500000001,None,False
0.48466257668711654,369,32.7978675365448,42,76,10,2,0.39006100000000005,36,True
