accuracy,iteration,time,solver,random_state,penalty,max_iter,class_weight,C
0.6012269938650306,5,0.8041343688964844,lbfgs,42,l2,10000,balanced,0.013727770182085486
0.13496932515337423,3,2.2023870944976807,lbfgs,42,l2,10000,None,0.043092332281862634
0.6073619631901841,17,1.1226603984832764,lbfgs,42,l2,10000,balanced,0.012189895989248661
0.13496932515337423,4,3.831615447998047,lbfgs,42,l2,10000,None,0.002447935666196066
0.6809815950920245,2,5.783773183822632,lbfgs,42,None,10000,balanced,4.277598314820376
0.6809815950920245,7,6.1234965324401855,lbfgs,42,None,10000,balanced,2.1379620895022304
0.6809815950920245,10,6.187510013580322,lbfgs,42,None,10000,balanced,0.5039645636126429
0.6809815950920245,12,6.21478533744812,lbfgs,42,None,10000,balanced,171.08029875993253
0.7116564417177914,14,6.251913785934448,lbfgs,42,l2,10000,balanced,0.8855233145028538
0.6809815950920245,13,6.309409141540527,lbfgs,42,None,10000,balanced,0.1964264645879854
0.6809815950920245,15,6.490212917327881,lbfgs,42,None,10000,balanced,0.17298163592151014
0.17177914110429449,19,4.470338582992554,lbfgs,42,l2,10000,None,0.127291674619356
0.13496932515337423,20,3.019727945327759,lbfgs,42,l2,10000,None,0.044177384488964765
0.6809815950920245,9,9.47095537185669,lbfgs,42,None,10000,None,0.10318106352675918
0.6809815950920245,8,9.725348472595215,lbfgs,42,None,10000,None,0.19696996148999235
0.6809815950920245,0,9.866080045700073,lbfgs,42,None,10000,None,0.5475200153037678
0.6809815950920245,11,9.956921100616455,lbfgs,42,None,10000,None,0.004385306977749856
0.6809815950920245,18,6.954458475112915,lbfgs,42,None,10000,balanced,0.6773295140086063
0.7239263803680982,6,12.20076870918274,lbfgs,42,l2,10000,balanced,116.19836038697959
0.6993865030674846,1,12.534428358078003,lbfgs,42,l2,10000,None,795.0601750844187
0.6809815950920245,26,6.774662017822266,lbfgs,42,None,10000,balanced,0.3865449465982836
0.6809815950920245,25,7.069359540939331,lbfgs,42,None,10000,balanced,0.0022594357702209783
0.6809815950920245,27,6.767136335372925,lbfgs,42,None,10000,balanced,0.0015177491558612493
0.2147239263803681,33,5.54159951210022,lbfgs,42,l2,10000,None,0.20081678041839857
0.7239263803680982,16,15.08700966835022,lbfgs,42,l2,10000,balanced,99.26588068710296
0.6012269938650306,38,1.198850154876709,lbfgs,42,l2,10000,balanced,0.012882495516931335
0.6809815950920245,21,10.447842836380005,lbfgs,42,None,10000,None,0.09136923736814541
0.6809815950920245,22,10.531758308410645,lbfgs,42,None,10000,None,4.081313915969719
0.6809815950920245,32,6.918632507324219,lbfgs,42,None,10000,balanced,156.60297206860469
0.6012269938650306,39,1.1195032596588135,lbfgs,42,l2,10000,balanced,0.011282361216489924
0.6319018404907976,24,10.919851064682007,lbfgs,42,l2,10000,None,1.7914306484060245
0.13496932515337423,40,2.646824598312378,lbfgs,42,l2,10000,None,0.01804679146556722
0.6809815950920245,34,7.254168748855591,lbfgs,42,None,10000,balanced,591.561634175473
0.6687116564417178,23,13.442100048065186,lbfgs,42,l2,10000,None,2.8106062003343975
0.6809815950920245,30,10.674646377563477,lbfgs,42,None,10000,None,0.006975896043328045
0.734601226993865,29,11.279801845550537,lbfgs,42,l2,10000,balanced,39.77406691050278
0.6012269938650306,51,1.0069022178649902,lbfgs,42,l2,10000,balanced,0.00805378441199066
0.7177914110429447,28,14.150455474853516,lbfgs,42,l2,10000,balanced,180.80065521100045
0.6809815950920245,35,10.674530744552612,lbfgs,42,None,10000,None,51.14462515963039
0.6809815950920245,42,6.831138610839844,lbfgs,42,None,10000,balanced,6.937452139421228
0.6012269938650306,55,1.4143195152282715,lbfgs,42,l2,10000,balanced,0.032329575336809406
0.734601226993865,36,11.714356660842896,lbfgs,42,l2,10000,balanced,21.30100037411248
0.6809815950920245,47,7.0923895835876465,lbfgs,42,None,10000,balanced,0.0028734258866748713
0.6809815950920245,49,6.692036867141724,lbfgs,42,None,10000,balanced,0.030846081377571413
0.6809815950920245,41,10.264223098754883,lbfgs,42,None,10000,None,89.61898068616138
0.6809815950920245,50,6.6585373878479,lbfgs,42,None,10000,balanced,0.017076544728138743
0.6809815950920245,44,10.386529207229614,lbfgs,42,None,10000,None,1.412537544622754
0.6012269938650306,59,1.062591552734375,lbfgs,42,l2,10000,balanced,0.0043371056350044145
0.6809815950920245,46,10.690682172775269,lbfgs,42,None,10000,None,5.910170366102436
0.7116564417177914,31,18.067729234695435,lbfgs,42,l2,10000,None,179.8042695177435
0.7177914110429447,37,14.953319549560547,lbfgs,42,l2,10000,balanced,156.60297206860469
0.7116564417177914,45,14.152541875839233,lbfgs,42,l2,10000,balanced,211.64109507708636
0.7484662576687117,43,14.910205364227295,lbfgs,42,l2,10000,balanced,40.66305463404279
0.6809815950920245,56,7.001691579818726,lbfgs,42,None,10000,balanced,0.588301559988882
